line,calculated_delay,date,time,vehicle_number
7,12,2025-12-29,17:21,238
7,3,2025-12-29,17:21,208
7,5,2025-12-29,17:21,220
7,0,2025-12-29,17:21,136
8,5,2025-12-29,17:21,369
8,1,2025-12-29,17:21,357
8,7,2025-12-29,17:21,389
8,1,2025-12-29,17:21,360
8,-1,2025-12-29,17:21,821
9,3,2025-12-29,17:21,005
9,2,2025-12-29,17:21,254
9,-1,2025-12-29,17:21,138
9,3,2025-12-29,17:21,257
10,9,2025-12-29,17:21,467
10,0,2025-12-29,17:21,621
10,2,2025-12-29,17:21,478
10,-3,2025-12-29,17:21,461
11,2,2025-12-29,17:21,413
11,6,2025-12-29,17:21,401
11,1,2025-12-29,17:21,013
12,3,2025-12-29,17:21,322
12,4,2025-12-29,17:21,012
12,-1,2025-12-29,17:21,008
13,4,2025-12-29,17:21,214
13,-1,2025-12-29,17:21,006
14,1,2025-12-29,17:21,015
14,6,2025-12-29,17:21,410
15,7,2025-12-29,17:21,210
16,0,2025-12-29,17:21,466
16,-1,2025-12-29,17:21,629
16,1,2025-12-29,17:21,460
16,19,2025-12-29,17:21,458
17,0,2025-12-29,17:21,383
17,3,2025-12-29,17:21,378
17,6,2025-12-29,17:21,354
17,-1,2025-12-29,17:21,352
17,28,2025-12-29,17:21,375
18,5,2025-12-29,17:21,207
18,1,2025-12-29,17:21,211
18,2,2025-12-29,17:21,003
18,6,2025-12-29,17:21,217
19,8,2025-12-29,17:21,469
19,2,2025-12-29,17:21,612
19,0,2025-12-29,17:21,618
19,1,2025-12-29,17:21,623
19,0,2025-12-29,17:21,626
20,4,2025-12-29,17:21,018
20,7,2025-12-29,17:21,017
20,2,2025-12-29,17:21,014
20,2,2025-12-29,17:21,512
21,4,2025-12-29,17:21,619
21,2,2025-12-29,17:21,653
21,-1,2025-12-29,17:21,464
21,4,2025-12-29,17:21,462
21,4,2025-12-29,17:21,622
21,0,2025-12-29,17:21,619
22,-1,2025-12-29,17:21,414
22,0,2025-12-29,17:21,510
23,2,2025-12-29,17:21,324
23,2,2025-12-29,17:21,308
24,1,2025-12-29,17:21,364
24,10,2025-12-29,17:21,822
24,2,2025-12-29,17:21,823
25,3,2025-12-29,17:21,488
25,1,2025-12-29,17:21,408
25,1,2025-12-29,17:21,450
25,4,2025-12-29,17:22,450
25,1,2025-12-29,17:22,616
26,5,2025-12-29,17:22,356
26,3,2025-12-29,17:22,379
26,3,2025-12-29,17:22,379
26,3,2025-12-29,17:22,363
27,3,2025-12-29,17:22,011
27,2,2025-12-29,17:22,009
28,0,2025-12-29,17:22,405
28,0,2025-12-29,17:22,505
28,-1,2025-12-29,17:22,511
28,0,2025-12-29,17:22,405
28,3,2025-12-29,17:22,020
28,0,2025-12-29,17:22,505
29,2,2025-12-29,17:22,212
29,13,2025-12-29,17:22,205
29,1,2025-12-29,17:22,004
30,1,2025-12-29,17:22,226
30,2,2025-12-29,17:22,226
100,4,2025-12-29,17:22,468
100,3,2025-12-29,17:22,611
100,7,2025-12-29,17:22,620
100,2,2025-12-29,17:22,474
100,0,2025-12-29,17:22,468
101,1,2025-12-29,17:22,236
102,1,2025-12-29,17:22,310
103,7,2025-12-29,17:22,209
103,-1,2025-12-29,17:22,225
104,0,2025-12-29,17:22,301
105,29,2025-12-29,17:22,323
105,0,2025-12-29,17:22,312
105,2,2025-12-29,17:22,312
107,2,2025-12-29,17:22,914
108,6,2025-12-29,17:22,241
111,0,2025-12-29,17:22,224
111,4,2025-12-29,17:22,224
112,0,2025-12-29,17:22,232
122,1,2025-12-29,17:22,300
123,7,2025-12-29,17:22,926
142,2,2025-12-29,17:22,311
1,5,2025-12-29,17:40,250
1,5,2025-12-29,17:40,260
1,0,2025-12-29,17:40,255
2,5,2025-12-29,17:40,824
2,1,2025-12-29,17:40,358
2,0,2025-12-29,17:40,366
3,1,2025-12-29,17:40,376
3,1,2025-12-29,17:40,808
3,2,2025-12-29,17:40,384
3,1,2025-12-29,17:40,380
3,-1,2025-12-29,17:40,371
4,3,2025-12-29,17:40,477
4,1,2025-12-29,17:40,651
4,5,2025-12-29,17:40,483
4,4,2025-12-29,17:40,463
5,3,2025-12-29,17:40,387
5,0,2025-12-29,17:40,359
5,-1,2025-12-29,17:40,365
5,1,2025-12-29,17:40,361
5,0,2025-12-29,17:40,370
5,0,2025-12-29,17:40,387
6,0,2025-12-29,17:40,318
6,1,2025-12-29,17:40,325
7,1,2025-12-29,17:40,208
7,2,2025-12-29,17:40,264
7,7,2025-12-29,17:40,220
7,4,2025-12-29,17:40,136
7,0,2025-12-29,17:40,238
8,1,2025-12-29,17:40,357
8,1,2025-12-29,17:40,389
8,5,2025-12-29,17:40,360
8,1,2025-12-29,17:40,821
9,4,2025-12-29,17:40,254
9,1,2025-12-29,17:40,138
9,4,2025-12-29,17:40,257
9,-1,2025-12-29,17:40,005
10,0,2025-12-29,17:40,621
10,5,2025-12-29,17:40,478
10,5,2025-12-29,17:40,478
10,5,2025-12-29,17:40,461
11,6,2025-12-29,17:40,413
11,0,2025-12-29,17:40,401
11,5,2025-12-29,17:40,013
11,1,2025-12-29,17:40,016
12,7,2025-12-29,17:40,322
12,1,2025-12-29,17:40,309
12,1,2025-12-29,17:41,008
13,0,2025-12-29,17:41,214
13,1,2025-12-29,17:41,006
14,2,2025-12-29,17:41,015
14,2,2025-12-29,17:41,015
15,5,2025-12-29,17:41,218
16,-1,2025-12-29,17:41,466
16,12,2025-12-29,17:41,458
16,3,2025-12-29,17:41,460
16,2,2025-12-29,17:41,615
17,4,2025-12-29,17:41,378
17,1,2025-12-29,17:41,354
17,4,2025-12-29,17:41,352
18,7,2025-12-29,17:41,207
18,5,2025-12-29,17:41,211
18,8,2025-12-29,17:41,217
19,2,2025-12-29,17:41,612
19,2,2025-12-29,17:41,618
19,0,2025-12-29,17:41,457
19,2,2025-12-29,17:41,623
19,-1,2025-12-29,17:41,626
19,0,2025-12-29,17:41,469
20,8,2025-12-29,17:41,017
20,0,2025-12-29,17:41,014
20,0,2025-12-29,17:41,512
21,3,2025-12-29,17:41,653
21,0,2025-12-29,17:41,464
21,0,2025-12-29,17:41,622
21,5,2025-12-29,17:41,622
21,3,2025-12-29,17:41,619
21,0,2025-12-29,17:41,653
22,1,2025-12-29,17:41,510
23,5,2025-12-29,17:41,324
23,0,2025-12-29,17:41,317
24,4,2025-12-29,17:41,364
24,3,2025-12-29,17:41,377
24,0,2025-12-29,17:41,822
24,12,2025-12-29,17:41,822
24,3,2025-12-29,17:41,823
24,3,2025-12-29,17:41,364
25,3,2025-12-29,17:41,450
25,1,2025-12-29,17:41,616
25,2,2025-12-29,17:41,488
26,1,2025-12-29,17:41,379
26,1,2025-12-29,17:41,363
26,-1,2025-12-29,17:41,356
27,4,2025-12-29,17:41,011
27,3,2025-12-29,17:41,009
27,1,2025-12-29,17:41,011
28,5,2025-12-29,17:41,511
28,-1,2025-12-29,17:41,405
28,0,2025-12-29,17:41,511
28,6,2025-12-29,17:41,020
28,0,2025-12-29,17:41,505
29,3,2025-12-29,17:41,212
29,2,2025-12-29,17:41,205
29,4,2025-12-29,17:41,004
30,0,2025-12-29,17:41,226
100,4,2025-12-29,17:41,611
100,3,2025-12-29,17:41,474
100,3,2025-12-29,17:41,468
101,3,2025-12-29,17:41,201
101,1,2025-12-29,17:41,236
102,0,2025-12-29,17:41,310
103,-1,2025-12-29,17:41,225
104,0,2025-12-29,17:41,301
104,5,2025-12-29,17:41,321
105,37,2025-12-29,17:41,323
105,2,2025-12-29,17:41,312
105,26,2025-12-29,17:41,323
107,0,2025-12-29,17:41,914
108,5,2025-12-29,17:41,241
111,1,2025-12-29,17:41,224
112,0,2025-12-29,17:41,232
123,-1,2025-12-29,17:41,926
142,4,2025-12-29,17:41,311
1,5,2025-12-29,17:53,250
1,4,2025-12-29,17:53,260
1,4,2025-12-29,17:53,255
2,5,2025-12-29,17:53,824
2,-1,2025-12-29,17:53,373
2,0,2025-12-29,17:53,358
2,4,2025-12-29,17:53,366
3,2,2025-12-29,17:53,376
3,3,2025-12-29,17:53,808
3,3,2025-12-29,17:53,380
3,0,2025-12-29,17:53,371
4,3,2025-12-29,17:53,477
4,3,2025-12-29,17:53,651
4,4,2025-12-29,17:53,483
4,3,2025-12-29,17:53,463
4,2,2025-12-29,17:53,480
5,1,2025-12-29,17:53,359
5,1,2025-12-29,17:53,365
5,0,2025-12-29,17:53,361
5,0,2025-12-29,17:53,361
5,0,2025-12-29,17:53,370
5,-1,2025-12-29,17:53,387
6,3,2025-12-29,17:53,325
7,3,2025-12-29,17:53,264
7,-1,2025-12-29,17:53,220
7,8,2025-12-29,17:53,136
7,2,2025-12-29,17:53,238
8,1,2025-12-29,17:53,389
8,1,2025-12-29,17:53,821
8,2,2025-12-29,17:53,369
9,0,2025-12-29,17:53,138
9,-1,2025-12-29,17:53,257
9,2,2025-12-29,17:53,005
10,5,2025-12-29,17:53,478
10,5,2025-12-29,17:53,461
10,-1,2025-12-29,17:53,467
11,0,2025-12-29,17:53,401
11,1,2025-12-29,17:53,016
11,0,2025-12-29,17:53,413
12,4,2025-12-29,17:53,309
12,-1,2025-12-29,17:53,012
12,2,2025-12-29,17:53,008
12,0,2025-12-29,17:53,322
13,0,2025-12-29,17:53,214
13,1,2025-12-29,17:53,006
14,0,2025-12-29,17:53,410
14,2,2025-12-29,17:53,015
15,3,2025-12-29,17:53,218
16,11,2025-12-29,17:53,458
16,0,2025-12-29,17:53,629
16,4,2025-12-29,17:53,460
16,0,2025-12-29,17:53,615
17,5,2025-12-29,17:53,378
17,9,2025-12-29,17:53,375
17,3,2025-12-29,17:53,352
18,5,2025-12-29,17:53,211
18,1,2025-12-29,17:53,003
18,12,2025-12-29,17:53,217
18,6,2025-12-29,17:53,215
19,4,2025-12-29,17:53,618
19,0,2025-12-29,17:53,457
19,0,2025-12-29,17:53,626
19,2,2025-12-29,17:53,469
20,6,2025-12-29,17:53,017
20,1,2025-12-29,17:53,014
20,0,2025-12-29,17:53,512
20,1,2025-12-29,17:53,018
21,1,2025-12-29,17:53,464
21,0,2025-12-29,17:53,622
21,7,2025-12-29,17:53,619
21,1,2025-12-29,17:53,653
21,0,2025-12-29,17:53,464
22,8,2025-12-29,17:53,510
23,4,2025-12-29,17:53,324
23,1,2025-12-29,17:53,308
23,-1,2025-12-29,17:53,317
24,5,2025-12-29,17:53,377
24,1,2025-12-29,17:53,822
24,0,2025-12-29,17:53,823
24,3,2025-12-29,17:53,364
24,3,2025-12-29,17:53,377
25,3,2025-12-29,17:53,450
25,0,2025-12-29,17:53,616
25,1,2025-12-29,17:53,616
25,0,2025-12-29,17:53,488
25,-1,2025-12-29,17:53,408
26,0,2025-12-29,17:53,379
26,3,2025-12-29,17:53,363
26,2,2025-12-29,17:53,356
27,6,2025-12-29,17:53,011
27,4,2025-12-29,17:53,011
28,2,2025-12-29,17:53,405
28,1,2025-12-29,17:53,511
28,0,2025-12-29,17:53,511
28,-1,2025-12-29,17:53,505
28,2,2025-12-29,17:53,405
29,3,2025-12-29,17:53,205
29,5,2025-12-29,17:53,004
29,0,2025-12-29,17:53,231
30,1,2025-12-29,17:53,226
100,2,2025-12-29,17:53,620
100,2,2025-12-29,17:53,468
100,0,2025-12-29,17:53,611
101,2,2025-12-29,17:53,201
101,0,2025-12-29,17:53,201
102,-1,2025-12-29,17:53,310
104,0,2025-12-29,17:53,301
104,6,2025-12-29,17:53,321
105,40,2025-12-29,17:53,323
105,1,2025-12-29,17:53,312
105,29,2025-12-29,17:53,323
107,2,2025-12-29,17:53,914
108,-1,2025-12-29,17:53,241
109,0,2025-12-29,17:53,219
109,1,2025-12-29,17:53,219
111,3,2025-12-29,17:53,224
123,0,2025-12-29,17:53,926
123,2,2025-12-29,17:53,926
142,3,2025-12-29,17:53,311
1,2,2025-12-29,18:20,260
1,5,2025-12-29,18:20,255
1,4,2025-12-29,18:20,250
2,1,2025-12-29,18:20,373
2,-1,2025-12-29,18:20,367
2,6,2025-12-29,18:20,366
2,1,2025-12-29,18:20,368
3,5,2025-12-29,18:20,808
3,-1,2025-12-29,18:20,384
3,-1,2025-12-29,18:20,380
3,2,2025-12-29,18:20,371
3,1,2025-12-29,18:20,376
4,5,2025-12-29,18:20,651
4,1,2025-12-29,18:20,614
4,2,2025-12-29,18:20,483
4,3,2025-12-29,18:20,480
4,1,2025-12-29,18:20,477
5,0,2025-12-29,18:20,361
5,0,2025-12-29,18:20,387
5,0,2025-12-29,18:20,387
5,2,2025-12-29,18:20,359
5,0,2025-12-29,18:20,365
6,0,2025-12-29,18:20,325
6,2,2025-12-29,18:20,318
7,4,2025-12-29,18:20,220
7,-1,2025-12-29,18:20,136
7,4,2025-12-29,18:20,238
7,3,2025-12-29,18:20,208
8,4,2025-12-29,18:20,389
8,1,2025-12-29,18:20,360
8,5,2025-12-29,18:20,369
8,0,2025-12-29,18:20,357
9,1,2025-12-29,18:20,257
9,0,2025-12-29,18:20,005
9,2,2025-12-29,18:20,005
9,0,2025-12-29,18:20,254
9,0,2025-12-29,18:20,138
10,4,2025-12-29,18:20,461
10,2,2025-12-29,18:20,467
10,2,2025-12-29,18:20,467
10,1,2025-12-29,18:20,621
11,2,2025-12-29,18:20,013
11,2,2025-12-29,18:20,413
12,2,2025-12-29,18:20,012
12,7,2025-12-29,18:20,322
12,0,2025-12-29,18:20,309
13,-1,2025-12-29,18:20,214
14,-1,2025-12-29,18:20,015
14,1,2025-12-29,18:20,410
15,3,2025-12-29,18:20,210
16,1,2025-12-29,18:20,629
16,0,2025-12-29,18:20,460
16,-1,2025-12-29,18:20,466
17,7,2025-12-29,18:20,375
17,-1,2025-12-29,18:20,354
17,4,2025-12-29,18:20,383
18,1,2025-12-29,18:20,003
18,10,2025-12-29,18:20,217
18,5,2025-12-29,18:20,215
18,3,2025-12-29,18:20,207
19,3,2025-12-29,18:20,457
19,-1,2025-12-29,18:20,623
19,4,2025-12-29,18:20,469
19,3,2025-12-29,18:20,618
20,2,2025-12-29,18:20,014
20,1,2025-12-29,18:20,512
20,0,2025-12-29,18:20,018
20,0,2025-12-29,18:20,017
21,3,2025-12-29,18:20,622
21,0,2025-12-29,18:20,619
21,0,2025-12-29,18:20,653
21,5,2025-12-29,18:20,653
21,2,2025-12-29,18:20,464
21,0,2025-12-29,18:20,622
22,0,2025-12-29,18:20,414
23,3,2025-12-29,18:20,308
23,2,2025-12-29,18:20,324
24,1,2025-12-29,18:20,823
24,-1,2025-12-29,18:20,364
24,8,2025-12-29,18:20,377
24,2,2025-12-29,18:20,822
25,1,2025-12-29,18:20,616
25,3,2025-12-29,18:20,408
26,4,2025-12-29,18:20,363
26,1,2025-12-29,18:20,356
26,-1,2025-12-29,18:20,379
27,1,2025-12-29,18:20,009
27,4,2025-12-29,18:20,011
28,0,2025-12-29,18:20,020
28,-1,2025-12-29,18:20,505
28,0,2025-12-29,18:20,020
28,0,2025-12-29,18:20,405
28,1,2025-12-29,18:20,511
29,3,2025-12-29,18:20,004
29,1,2025-12-29,18:20,231
30,2,2025-12-29,18:20,226
100,3,2025-12-29,18:20,620
100,1,2025-12-29,18:20,611
100,0,2025-12-29,18:20,620
101,0,2025-12-29,18:20,201
102,0,2025-12-29,18:20,310
103,-1,2025-12-29,18:20,225
103,1,2025-12-29,18:20,209
104,3,2025-12-29,18:20,321
104,-1,2025-12-29,18:20,301
105,36,2025-12-29,18:20,323
105,0,2025-12-29,18:20,312
107,6,2025-12-29,18:20,914
108,2,2025-12-29,18:20,241
109,2,2025-12-29,18:20,219
109,0,2025-12-29,18:20,219
111,-1,2025-12-29,18:20,224
123,2,2025-12-29,18:20,926
132,0,2025-12-29,18:20,310
1,4,2025-12-29,18:47,260
1,3,2025-12-29,18:47,255
1,8,2025-12-29,18:47,250
1,1,2025-12-29,18:47,253
1,1,2025-12-29,18:47,260
2,-1,2025-12-29,18:47,367
2,0,2025-12-29,18:47,824
2,-1,2025-12-29,18:47,373
3,1,2025-12-29,18:47,380
3,1,2025-12-29,18:47,371
3,2,2025-12-29,18:47,376
3,4,2025-12-29,18:47,808
4,4,2025-12-29,18:47,483
4,1,2025-12-29,18:47,463
4,-1,2025-12-29,18:47,477
4,1,2025-12-29,18:47,651
5,0,2025-12-29,18:47,387
5,-3,2025-12-29,18:47,359
5,0,2025-12-29,18:47,365
6,0,2025-12-29,18:47,325
6,4,2025-12-29,18:47,318
7,3,2025-12-29,18:47,136
7,0,2025-12-29,18:47,208
7,4,2025-12-29,18:47,208
7,1,2025-12-29,18:47,264
7,-1,2025-12-29,18:47,220
8,1,2025-12-29,18:47,821
8,0,2025-12-29,18:47,369
8,0,2025-12-29,18:47,357
8,0,2025-12-29,18:47,389
9,3,2025-12-29,18:47,005
9,-1,2025-12-29,18:47,254
9,2,2025-12-29,18:47,138
10,1,2025-12-29,18:47,467
10,2,2025-12-29,18:47,621
10,2,2025-12-29,18:47,621
10,0,2025-12-29,18:47,478
11,2,2025-12-29,18:47,016
11,0,2025-12-29,18:47,401
12,1,2025-12-29,18:47,008
12,1,2025-12-29,18:47,309
12,0,2025-12-29,18:47,012
13,2,2025-12-29,18:47,214
14,1,2025-12-29,18:47,015
14,-1,2025-12-29,18:47,410
14,1,2025-12-29,18:47,015
15,2,2025-12-29,18:47,210
16,3,2025-12-29,18:47,460
16,1,2025-12-29,18:47,615
16,-1,2025-12-29,18:48,458
16,0,2025-12-29,18:48,629
17,1,2025-12-29,18:48,354
17,2,2025-12-29,18:48,352
17,5,2025-12-29,18:48,378
18,14,2025-12-29,18:48,217
18,2,2025-12-29,18:48,215
18,3,2025-12-29,18:48,207
18,0,2025-12-29,18:48,211
19,0,2025-12-29,18:48,623
19,-1,2025-12-29,18:48,626
19,0,2025-12-29,18:48,469
19,4,2025-12-29,18:48,618
19,0,2025-12-29,18:48,457
20,0,2025-12-29,18:48,018
20,3,2025-12-29,18:48,017
20,0,2025-12-29,18:48,014
21,1,2025-12-29,18:48,653
21,-1,2025-12-29,18:48,464
21,3,2025-12-29,18:48,622
21,-1,2025-12-29,18:48,619
21,0,2025-12-29,18:48,653
23,0,2025-12-29,18:48,317
23,4,2025-12-29,18:48,324
23,0,2025-12-29,18:48,308
24,0,2025-12-29,18:48,364
24,1,2025-12-29,18:48,377
24,6,2025-12-29,18:48,822
24,0,2025-12-29,18:48,823
25,-1,2025-12-29,18:48,408
25,5,2025-12-29,18:48,450
25,-1,2025-12-29,18:48,616
26,1,2025-12-29,18:48,356
26,1,2025-12-29,18:48,379
26,1,2025-12-29,18:48,379
26,2,2025-12-29,18:48,363
27,0,2025-12-29,18:48,009
28,-1,2025-12-29,18:48,505
28,-1,2025-12-29,18:48,020
28,0,2025-12-29,18:48,505
28,0,2025-12-29,18:48,511
28,-1,2025-12-29,18:48,020
29,4,2025-12-29,18:48,004
29,5,2025-12-29,18:48,205
30,4,2025-12-29,18:48,226
100,3,2025-12-29,18:48,468
100,-1,2025-12-29,18:48,611
100,2,2025-12-29,18:48,620
101,3,2025-12-29,18:48,201
103,2,2025-12-29,18:48,225
104,7,2025-12-29,18:48,321
104,1,2025-12-29,18:48,301
105,36,2025-12-29,18:48,323
105,1,2025-12-29,18:48,312
107,-1,2025-12-29,18:48,914
108,0,2025-12-29,18:48,241
109,-2,2025-12-29,18:48,219
111,0,2025-12-29,18:48,224
111,1,2025-12-29,18:48,224
112,0,2025-12-29,18:48,232
112,0,2025-12-29,18:48,232
132,1,2025-12-29,18:48,310
142,-1,2025-12-29,18:48,311
1,4,2025-12-29,18:59,255
1,5,2025-12-29,18:59,250
1,1,2025-12-29,18:59,253
1,1,2025-12-29,18:59,260
2,2,2025-12-29,18:59,366
2,2,2025-12-29,18:59,824
2,-1,2025-12-29,18:59,373
3,1,2025-12-29,18:59,380
3,1,2025-12-29,18:59,371
3,4,2025-12-29,18:59,808
3,1,2025-12-29,18:59,384
4,3,2025-12-29,18:59,483
4,1,2025-12-29,18:59,463
4,0,2025-12-29,18:59,480
4,2,2025-12-29,18:59,477
4,2,2025-12-29,18:59,651
5,1,2025-12-29,18:59,359
5,0,2025-12-29,18:59,365
5,-1,2025-12-29,18:59,365
5,1,2025-12-29,18:59,361
6,0,2025-12-29,18:59,325
7,3,2025-12-29,18:59,136
7,2,2025-12-29,18:59,208
7,1,2025-12-29,18:59,264
7,1,2025-12-29,18:59,220
8,1,2025-12-29,18:59,821
8,1,2025-12-29,18:59,369
8,1,2025-12-29,18:59,389
8,0,2025-12-29,18:59,360
9,2,2025-12-29,18:59,005
9,0,2025-12-29,18:59,254
9,0,2025-12-29,18:59,138
10,3,2025-12-29,18:59,467
10,0,2025-12-29,18:59,621
10,2,2025-12-29,18:59,478
10,2,2025-12-29,18:59,478
11,4,2025-12-29,18:59,016
11,-1,2025-12-29,18:59,413
11,2,2025-12-29,18:59,401
11,2,2025-12-29,18:59,013
12,4,2025-12-29,18:59,008
12,0,2025-12-29,18:59,309
12,2,2025-12-29,18:59,309
12,1,2025-12-29,18:59,012
13,-1,2025-12-29,18:59,214
13,0,2025-12-29,18:59,236
14,-1,2025-12-29,18:59,410
14,1,2025-12-29,18:59,015
15,2,2025-12-29,18:59,218
16,0,2025-12-29,18:59,615
16,0,2025-12-29,18:59,612
16,-1,2025-12-29,18:59,458
16,0,2025-12-29,18:59,629
17,1,2025-12-29,18:59,352
17,4,2025-12-29,18:59,378
17,1,2025-12-29,18:59,375
18,13,2025-12-29,18:59,217
18,4,2025-12-29,18:59,215
18,0,2025-12-29,18:59,211
19,1,2025-12-29,18:59,626
19,0,2025-12-29,18:59,469
19,5,2025-12-29,18:59,618
19,0,2025-12-29,18:59,457
20,0,2025-12-29,18:59,018
20,0,2025-12-29,18:59,017
20,-1,2025-12-29,18:59,014
21,3,2025-12-29,18:59,653
21,0,2025-12-29,18:59,464
21,0,2025-12-29,18:59,622
21,5,2025-12-29,18:59,622
21,0,2025-12-29,18:59,619
21,0,2025-12-29,18:59,653
23,-1,2025-12-29,18:59,317
23,0,2025-12-29,18:59,308
24,1,2025-12-29,18:59,377
24,-1,2025-12-29,18:59,822
24,1,2025-12-29,18:59,823
24,0,2025-12-29,18:59,377
25,1,2025-12-29,18:59,408
25,0,2025-12-29,18:59,450
25,2,2025-12-29,18:59,450
25,1,2025-12-29,18:59,616
26,0,2025-12-29,18:59,379
26,3,2025-12-29,18:59,363
27,0,2025-12-29,18:59,009
27,1,2025-12-29,18:59,009
28,1,2025-12-29,18:59,505
28,-1,2025-12-29,18:59,511
28,0,2025-12-29,18:59,505
28,0,2025-12-29,19:00,020
29,5,2025-12-29,19:00,004
29,0,2025-12-29,19:00,231
29,3,2025-12-29,19:00,205
30,5,2025-12-29,19:00,226
30,0,2025-12-29,19:00,226
100,2,2025-12-29,19:00,611
100,-1,2025-12-29,19:00,468
101,2,2025-12-29,19:00,201
101,0,2025-12-29,19:00,201
103,1,2025-12-29,19:00,225
103,0,2025-12-29,19:00,209
104,1,2025-12-29,19:00,301
104,0,2025-12-29,19:00,321
105,39,2025-12-29,19:00,323
105,1,2025-12-29,19:00,312
107,1,2025-12-29,19:00,914
108,-1,2025-12-29,19:00,241
109,0,2025-12-29,19:00,219
111,0,2025-12-29,19:00,224
112,0,2025-12-29,19:00,232
112,1,2025-12-29,19:00,232
123,0,2025-12-29,19:00,926
123,2,2025-12-29,19:00,926
132,1,2025-12-29,19:00,310
142,4,2025-12-29,19:00,311
1,5,2025-12-29,19:19,250
1,-1,2025-12-29,19:19,260
1,0,2025-12-29,19:19,255
2,1,2025-12-29,19:19,366
2,-1,2025-12-29,19:19,373
2,-2,2025-12-29,19:19,367
3,0,2025-12-29,19:19,371
3,1,2025-12-29,19:19,376
3,-1,2025-12-29,19:19,808
3,0,2025-12-29,19:19,384
3,-1,2025-12-29,19:19,380
4,0,2025-12-29,19:19,463
4,2,2025-12-29,19:19,480
4,0,2025-12-29,19:19,477
4,2,2025-12-29,19:19,651
4,-1,2025-12-29,19:19,614
4,-1,2025-12-29,19:19,483
5,0,2025-12-29,19:19,365
5,0,2025-12-29,19:19,361
5,-1,2025-12-29,19:19,361
5,1,2025-12-29,19:19,387
5,-1,2025-12-29,19:19,359
6,0,2025-12-29,19:19,325
7,3,2025-12-29,19:19,208
7,-1,2025-12-29,19:19,264
7,1,2025-12-29,19:19,220
7,5,2025-12-29,19:19,136
8,0,2025-12-29,19:19,369
8,1,2025-12-29,19:19,357
8,0,2025-12-29,19:19,389
8,1,2025-12-29,19:19,360
8,-1,2025-12-29,19:19,821
9,1,2025-12-29,19:19,254
9,0,2025-12-29,19:19,005
10,0,2025-12-29,19:19,621
10,2,2025-12-29,19:19,478
10,0,2025-12-29,19:19,467
11,1,2025-12-29,19:19,413
11,0,2025-12-29,19:19,013
12,1,2025-12-29,19:19,309
12,0,2025-12-29,19:19,012
12,-1,2025-12-29,19:19,008
13,1,2025-12-29,19:19,214
13,3,2025-12-29,19:19,236
14,3,2025-12-29,19:19,410
14,-1,2025-12-29,19:19,015
14,3,2025-12-29,19:19,410
15,3,2025-12-29,19:19,218
16,-1,2025-12-29,19:19,612
16,2,2025-12-29,19:19,629
16,2,2025-12-29,19:19,460
17,1,2025-12-29,19:19,352
17,-1,2025-12-29,19:19,383
17,1,2025-12-29,19:19,375
17,-1,2025-12-29,19:19,354
18,2,2025-12-29,19:19,215
18,0,2025-12-29,19:19,207
18,8,2025-12-29,19:19,217
19,3,2025-12-29,19:19,469
19,1,2025-12-29,19:19,618
19,0,2025-12-29,19:19,457
19,3,2025-12-29,19:19,623
20,0,2025-12-29,19:19,017
20,0,2025-12-29,19:19,014
20,0,2025-12-29,19:19,014
20,1,2025-12-29,19:19,018
21,1,2025-12-29,19:19,464
21,2,2025-12-29,19:19,622
21,-1,2025-12-29,19:19,619
21,3,2025-12-29,19:19,653
21,0,2025-12-29,19:19,464
22,0,2025-12-29,19:19,510
22,0,2025-12-29,19:19,414
23,1,2025-12-29,19:19,324
23,0,2025-12-29,19:19,308
24,4,2025-12-29,19:19,822
24,-1,2025-12-29,19:19,823
24,1,2025-12-29,19:19,377
25,1,2025-12-29,19:19,450
25,-1,2025-12-29,19:19,616
25,2,2025-12-29,19:19,408
26,-3,2025-12-29,19:19,379
26,0,2025-12-29,19:19,363
26,2,2025-12-29,19:19,356
27,2,2025-12-29,19:19,009
28,1,2025-12-29,19:19,511
28,-1,2025-12-29,19:19,505
28,0,2025-12-29,19:19,511
28,1,2025-12-29,19:19,020
28,-1,2025-12-29,19:19,505
29,-1,2025-12-29,19:19,231
29,3,2025-12-29,19:19,205
29,3,2025-12-29,19:19,004
30,2,2025-12-29,19:19,226
100,1,2025-12-29,19:19,611
100,-1,2025-12-29,19:19,488
100,2,2025-12-29,19:19,468
100,0,2025-12-29,19:19,611
101,1,2025-12-29,19:19,201
103,1,2025-12-29,19:19,209
103,0,2025-12-29,19:19,225
104,0,2025-12-29,19:19,301
104,5,2025-12-29,19:19,321
105,14,2025-12-29,19:19,323
107,0,2025-12-29,19:19,914
111,2,2025-12-29,19:19,224
112,0,2025-12-29,19:19,232
112,0,2025-12-29,19:19,232
123,0,2025-12-29,19:19,926
132,1,2025-12-29,19:19,310
1,6,2025-12-29,19:30,250
1,0,2025-12-29,19:30,253
1,1,2025-12-29,19:30,255
2,1,2025-12-29,19:30,366
2,4,2025-12-29,19:30,824
2,-1,2025-12-29,19:30,367
3,1,2025-12-29,19:30,376
3,1,2025-12-29,19:30,808
3,-1,2025-12-29,19:30,384
3,2,2025-12-29,19:30,380
4,2,2025-12-29,19:30,480
4,1,2025-12-29,19:30,477
4,-1,2025-12-29,19:30,614
4,2,2025-12-29,19:30,483
5,0,2025-12-29,19:30,365
5,0,2025-12-29,19:30,361
5,-1,2025-12-29,19:30,387
5,-1,2025-12-29,19:30,359
