line,calculated_delay,date,time,vehicle_number
18,-1,2025-12-29,09:59,003
19,2,2025-12-29,09:59,457
19,4,2025-12-29,09:59,623
19,0,2025-12-29,09:59,626
19,4,2025-12-29,09:59,469
19,2,2025-12-29,09:59,612
19,1,2025-12-29,09:59,618
20,0,2025-12-29,09:59,512
20,3,2025-12-29,09:59,018
20,1,2025-12-29,09:59,406
20,-1,2025-12-29,09:59,014
21,2,2025-12-29,09:59,622
21,2,2025-12-29,09:59,624
21,-1,2025-12-29,09:59,619
21,4,2025-12-29,09:59,472
21,3,2025-12-29,09:59,464
21,1,2025-12-29,09:59,462
21,0,2025-12-29,09:59,622
22,0,2025-12-29,09:59,510
23,4,2025-12-29,09:59,317
23,0,2025-12-29,09:59,324
24,2,2025-12-29,09:59,822
24,-1,2025-12-29,09:59,823
24,0,2025-12-29,09:59,364
24,1,2025-12-29,09:59,822
25,4,2025-12-29,09:59,450
25,0,2025-12-29,09:59,616
25,4,2025-12-29,09:59,488
25,1,2025-12-29,09:59,408
26,3,2025-12-29,09:59,356
26,5,2025-12-29,09:59,379
26,0,2025-12-29,09:59,363
27,-1,2025-12-29,09:59,009
28,0,2025-12-29,09:59,511
28,2,2025-12-29,09:59,020
28,0,2025-12-29,09:59,511
28,0,2025-12-29,09:59,505
28,1,2025-12-29,09:59,405
29,0,2025-12-29,09:59,004
29,-2,2025-12-29,09:59,205
30,4,2025-12-29,09:59,226
30,5,2025-12-29,09:59,226
100,2,2025-12-29,09:59,474
100,1,2025-12-29,09:59,476
100,2,2025-12-29,09:59,611
101,2,2025-12-29,09:59,236
102,3,2025-12-29,09:59,305
103,-1,2025-12-29,09:59,262
103,0,2025-12-29,09:59,209
105,0,2025-12-29,09:59,323
105,0,2025-12-29,09:59,312
105,0,2025-12-29,09:59,312
108,-1,2025-12-29,09:59,241
109,2,2025-12-29,09:59,219
109,5,2025-12-29,09:59,219
111,3,2025-12-29,09:59,203
112,3,2025-12-29,09:59,232
123,-1,2025-12-29,09:59,926
126,2,2025-12-29,09:59,220
126,0,2025-12-29,09:59,220
142,0,2025-12-29,09:59,311
1,5,2025-12-29,10:25,250
1,2,2025-12-29,10:25,252
1,2,2025-12-29,10:25,229
1,1,2025-12-29,10:25,255
2,3,2025-12-29,10:25,372
2,4,2025-12-29,10:25,367
2,2,2025-12-29,10:25,358
3,5,2025-12-29,10:25,376
3,0,2025-12-29,10:25,824
3,4,2025-12-29,10:25,384
3,0,2025-12-29,10:25,380
3,1,2025-12-29,10:25,371
4,9,2025-12-29,10:25,483
4,2,2025-12-29,10:25,480
4,1,2025-12-29,10:25,477
4,6,2025-12-29,10:25,614
4,4,2025-12-29,10:25,463
5,1,2025-12-29,10:25,387
5,2,2025-12-29,10:25,382
5,0,2025-12-29,10:25,359
5,3,2025-12-29,10:25,359
5,3,2025-12-29,10:25,365
5,1,2025-12-29,10:25,361
6,4,2025-12-29,10:25,318
6,2,2025-12-29,10:25,325
7,16,2025-12-29,10:25,208
7,1,2025-12-29,10:25,264
7,3,2025-12-29,10:25,222
7,5,2025-12-29,10:25,238
8,3,2025-12-29,10:25,360
8,4,2025-12-29,10:25,362
8,2,2025-12-29,10:25,357
9,2,2025-12-29,10:25,138
9,2,2025-12-29,10:25,261
9,2,2025-12-29,10:25,257
9,0,2025-12-29,10:25,254
10,4,2025-12-29,10:25,467
10,8,2025-12-29,10:25,478
10,0,2025-12-29,10:25,621
11,5,2025-12-29,10:25,413
11,0,2025-12-29,10:25,401
11,4,2025-12-29,10:25,013
11,1,2025-12-29,10:25,016
12,0,2025-12-29,10:25,314
12,1,2025-12-29,10:25,008
13,3,2025-12-29,10:25,214
13,2,2025-12-29,10:25,006
14,1,2025-12-29,10:26,015
14,1,2025-12-29,10:26,015
15,1,2025-12-29,10:26,218
15,0,2025-12-29,10:26,002
16,0,2025-12-29,10:26,453
16,0,2025-12-29,10:26,629
16,6,2025-12-29,10:26,460
16,-1,2025-12-29,10:26,615
17,-1,2025-12-29,10:26,383
17,3,2025-12-29,10:26,825
17,6,2025-12-29,10:26,354
18,4,2025-12-29,10:26,207
18,4,2025-12-29,10:26,211
18,1,2025-12-29,10:26,217
19,4,2025-12-29,10:26,623
19,-1,2025-12-29,10:26,626
19,1,2025-12-29,10:26,469
19,1,2025-12-29,10:26,618
19,1,2025-12-29,10:26,457
20,1,2025-12-29,10:26,017
20,0,2025-12-29,10:26,406
20,2,2025-12-29,10:26,014
20,1,2025-12-29,10:26,512
21,3,2025-12-29,10:26,619
21,7,2025-12-29,10:26,472
21,4,2025-12-29,10:26,462
21,4,2025-12-29,10:26,622
21,2,2025-12-29,10:26,624
21,0,2025-12-29,10:26,619
22,1,2025-12-29,10:26,414
23,4,2025-12-29,10:26,317
23,-1,2025-12-29,10:26,010
24,1,2025-12-29,10:26,377
24,-1,2025-12-29,10:26,364
24,0,2025-12-29,10:26,822
24,-1,2025-12-29,10:26,823
25,1,2025-12-29,10:26,616
25,2,2025-12-29,10:26,488
25,2,2025-12-29,10:26,408
25,2,2025-12-29,10:26,450
26,14,2025-12-29,10:26,379
26,5,2025-12-29,10:26,363
26,-1,2025-12-29,10:26,356
27,-1,2025-12-29,10:26,011
27,1,2025-12-29,10:26,009
28,3,2025-12-29,10:26,020
28,0,2025-12-29,10:26,505
28,0,2025-12-29,10:26,020
28,0,2025-12-29,10:26,405
28,0,2025-12-29,10:26,511
29,1,2025-12-29,10:26,231
29,1,2025-12-29,10:26,205
100,6,2025-12-29,10:26,468
100,-1,2025-12-29,10:26,476
100,3,2025-12-29,10:26,611
100,1,2025-12-29,10:26,620
100,-1,2025-12-29,10:26,474
101,-1,2025-12-29,10:26,236
103,3,2025-12-29,10:26,225
103,0,2025-12-29,10:26,209
103,3,2025-12-29,10:26,262
104,0,2025-12-29,10:26,321
105,4,2025-12-29,10:26,312
105,-1,2025-12-29,10:26,323
107,0,2025-12-29,10:26,914
107,-1,2025-12-29,10:26,316
108,2,2025-12-29,10:26,241
112,-1,2025-12-29,10:26,232
123,0,2025-12-29,10:26,926
123,2,2025-12-29,10:26,926
1,4,2025-12-29,10:46,252
1,1,2025-12-29,10:46,229
1,2,2025-12-29,10:46,255
1,0,2025-12-29,10:46,253
1,2,2025-12-29,10:46,260
2,2,2025-12-29,10:46,372
2,1,2025-12-29,10:46,373
2,2,2025-12-29,10:46,358
2,5,2025-12-29,10:46,366
3,0,2025-12-29,10:46,824
3,1,2025-12-29,10:46,384
3,2,2025-12-29,10:46,371
4,2,2025-12-29,10:46,480
4,1,2025-12-29,10:46,477
4,2,2025-12-29,10:46,651
4,5,2025-12-29,10:47,463
4,3,2025-12-29,10:47,483
5,1,2025-12-29,10:47,382
5,2,2025-12-29,10:47,359
5,-2,2025-12-29,10:47,365
5,9,2025-12-29,10:47,361
5,-1,2025-12-29,10:47,370
6,2,2025-12-29,10:47,315
6,3,2025-12-29,10:47,325
6,1,2025-12-29,10:47,318
7,6,2025-12-29,10:47,264
7,2,2025-12-29,10:47,136
7,9,2025-12-29,10:47,222
7,3,2025-12-29,10:47,238
7,0,2025-12-29,10:47,208
8,4,2025-12-29,10:47,360
8,4,2025-12-29,10:47,821
8,7,2025-12-29,10:47,357
8,3,2025-12-29,10:47,389
9,0,2025-12-29,10:47,261
9,1,2025-12-29,10:47,257
9,1,2025-12-29,10:47,254
9,1,2025-12-29,10:47,138
10,8,2025-12-29,10:47,478
10,10,2025-12-29,10:47,621
10,0,2025-12-29,10:47,461
11,3,2025-12-29,10:47,401
11,-1,2025-12-29,10:47,013
11,1,2025-12-29,10:47,016
11,0,2025-12-29,10:47,413
12,1,2025-12-29,10:47,314
12,0,2025-12-29,10:47,012
12,1,2025-12-29,10:47,008
12,0,2025-12-29,10:47,322
13,0,2025-12-29,10:47,006
13,0,2025-12-29,10:47,006
14,-1,2025-12-29,10:47,410
14,0,2025-12-29,10:47,015
14,2,2025-12-29,10:47,015
14,0,2025-12-29,10:47,410
15,-3,2025-12-29,10:47,218
15,2,2025-12-29,10:47,210
16,0,2025-12-29,10:47,629
16,5,2025-12-29,10:47,460
16,-1,2025-12-29,10:47,615
16,0,2025-12-29,10:47,466
17,0,2025-12-29,10:47,378
17,5,2025-12-29,10:47,354
17,2,2025-12-29,10:47,352
18,4,2025-12-29,10:47,211
18,0,2025-12-29,10:47,003
18,-1,2025-12-29,10:47,215
19,1,2025-12-29,10:47,469
19,3,2025-12-29,10:47,612
19,2,2025-12-29,10:47,457
19,1,2025-12-29,10:47,623
20,2,2025-12-29,10:47,406
20,0,2025-12-29,10:47,014
20,2,2025-12-29,10:47,512
20,0,2025-12-29,10:47,018
21,11,2025-12-29,10:47,653
21,1,2025-12-29,10:47,464
21,1,2025-12-29,10:47,462
21,7,2025-12-29,10:47,624
21,3,2025-12-29,10:47,619
21,6,2025-12-29,10:47,653
23,2,2025-12-29,10:47,324
23,-1,2025-12-29,10:47,010
24,0,2025-12-29,10:47,364
24,-1,2025-12-29,10:47,822
24,-1,2025-12-29,10:47,823
24,0,2025-12-29,10:47,377
25,1,2025-12-29,10:47,488
25,0,2025-12-29,10:47,408
25,4,2025-12-29,10:47,450
25,-1,2025-12-29,10:47,616
26,10,2025-12-29,10:47,363
26,10,2025-12-29,10:47,369
26,2,2025-12-29,10:47,356
26,46,2025-12-29,10:47,379
27,1,2025-12-29,10:47,009
27,3,2025-12-29,10:47,011
28,1,2025-12-29,10:47,505
28,1,2025-12-29,10:47,405
28,1,2025-12-29,10:47,020
28,0,2025-12-29,10:47,505
28,0,2025-12-29,10:47,511
29,0,2025-12-29,10:47,231
29,0,2025-12-29,10:47,004
30,0,2025-12-29,10:47,226
30,1,2025-12-29,10:47,226
100,3,2025-12-29,10:47,476
100,0,2025-12-29,10:47,611
100,0,2025-12-29,10:47,474
100,-1,2025-12-29,10:47,468
101,0,2025-12-29,10:47,236
101,0,2025-12-29,10:47,236
102,1,2025-12-29,10:47,305
103,2,2025-12-29,10:47,225
103,2,2025-12-29,10:47,209
103,1,2025-12-29,10:47,262
104,0,2025-12-29,10:47,321
105,6,2025-12-29,10:47,312
105,0,2025-12-29,10:47,323
105,0,2025-12-29,10:47,312
107,-1,2025-12-29,10:47,914
107,2,2025-12-29,10:47,316
108,0,2025-12-29,10:47,241
111,1,2025-12-29,10:47,203
112,1,2025-12-29,10:47,232
123,-1,2025-12-29,10:47,926
142,1,2025-12-29,10:47,311
1,6,2025-12-29,10:57,252
1,3,2025-12-29,10:57,229
1,1,2025-12-29,10:57,253
1,4,2025-12-29,10:57,260
1,0,2025-12-29,10:57,250
2,3,2025-12-29,10:57,373
2,0,2025-12-29,10:57,367
2,7,2025-12-29,10:57,366
2,0,2025-12-29,10:57,368
3,1,2025-12-29,10:57,384
3,0,2025-12-29,10:57,380
3,3,2025-12-29,10:57,371
3,2,2025-12-29,10:57,376
4,1,2025-12-29,10:57,477
4,4,2025-12-29,10:57,651
4,7,2025-12-29,10:57,463
4,4,2025-12-29,10:57,483
5,3,2025-12-29,10:57,359
5,2,2025-12-29,10:57,365
5,5,2025-12-29,10:57,361
5,11,2025-12-29,10:57,361
5,0,2025-12-29,10:57,370
5,2,2025-12-29,10:57,387
6,3,2025-12-29,10:57,315
6,-1,2025-12-29,10:57,325
6,1,2025-12-29,10:57,318
7,10,2025-12-29,10:57,136
7,3,2025-12-29,10:57,222
7,8,2025-12-29,10:57,238
7,1,2025-12-29,10:57,208
8,4,2025-12-29,10:58,821
8,0,2025-12-29,10:58,362
8,7,2025-12-29,10:58,357
8,4,2025-12-29,10:58,389
9,0,2025-12-29,10:58,261
9,1,2025-12-29,10:58,257
9,3,2025-12-29,10:58,005
9,-1,2025-12-29,10:58,254
9,3,2025-12-29,10:58,138
10,12,2025-12-29,10:58,478
10,10,2025-12-29,10:58,621
10,10,2025-12-29,10:58,621
10,1,2025-12-29,10:58,461
11,4,2025-12-29,10:58,401
11,1,2025-12-29,10:58,013
11,2,2025-12-29,10:58,016
11,0,2025-12-29,10:58,413
12,1,2025-12-29,10:58,012
12,-1,2025-12-29,10:58,008
12,2,2025-12-29,10:58,322
12,-1,2025-12-29,10:58,314
13,0,2025-12-29,10:58,006
13,0,2025-12-29,10:58,214
14,0,2025-12-29,10:58,410
14,-1,2025-12-29,10:58,015
14,0,2025-12-29,10:58,410
15,2,2025-12-29,10:58,002
15,3,2025-12-29,10:58,210
16,-2,2025-12-29,10:58,629
16,6,2025-12-29,10:58,460
16,1,2025-12-29,10:58,466
16,1,2025-12-29,10:58,453
17,0,2025-12-29,10:58,378
17,1,2025-12-29,10:58,825
17,6,2025-12-29,10:58,352
18,4,2025-12-29,10:58,211
18,2,2025-12-29,10:58,003
18,1,2025-12-29,10:58,215
19,2,2025-12-29,10:58,469
19,4,2025-12-29,10:58,612
19,3,2025-12-29,10:58,457
19,1,2025-12-29,10:58,623
20,1,2025-12-29,10:58,406
20,0,2025-12-29,10:58,014
20,0,2025-12-29,10:58,018
20,1,2025-12-29,10:58,017
21,13,2025-12-29,10:58,653
21,3,2025-12-29,10:58,464
21,1,2025-12-29,10:58,462
21,-1,2025-12-29,10:58,622
21,0,2025-12-29,10:58,624
21,7,2025-12-29,10:58,624
21,4,2025-12-29,10:58,619
21,0,2025-12-29,10:58,464
21,8,2025-12-29,10:58,653
22,2,2025-12-29,10:58,510
22,1,2025-12-29,10:58,789
23,1,2025-12-29,10:58,324
23,2,2025-12-29,10:58,317
24,1,2025-12-29,10:58,364
24,-1,2025-12-29,10:58,822
24,-1,2025-12-29,10:58,823
24,0,2025-12-29,10:58,377
24,0,2025-12-29,10:58,364
25,0,2025-12-29,10:58,408
25,-1,2025-12-29,10:58,450
25,1,2025-12-29,10:58,616
26,11,2025-12-29,10:58,363
26,4,2025-12-29,10:58,356
26,-1,2025-12-29,10:58,369
27,1,2025-12-29,10:58,009
27,0,2025-12-29,10:58,011
28,3,2025-12-29,10:58,505
28,0,2025-12-29,10:58,405
28,0,2025-12-29,10:58,505
28,-1,2025-12-29,10:58,511
28,4,2025-12-29,10:58,020
29,0,2025-12-29,10:58,231
29,-1,2025-12-29,10:58,004
30,4,2025-12-29,10:58,226
30,5,2025-12-29,10:58,226
100,3,2025-12-29,10:58,476
100,4,2025-12-29,10:58,611
100,-1,2025-12-29,10:58,620
100,1,2025-12-29,10:58,474
100,2,2025-12-29,10:58,468
101,0,2025-12-29,10:58,236
101,2,2025-12-29,10:58,236
102,0,2025-12-29,10:58,305
103,4,2025-12-29,10:58,209
103,0,2025-12-29,10:58,262
104,0,2025-12-29,10:58,321
105,0,2025-12-29,10:58,323
105,0,2025-12-29,10:58,323
105,-1,2025-12-29,10:58,312
107,1,2025-12-29,10:58,914
108,1,2025-12-29,10:58,241
109,1,2025-12-29,10:58,219
111,3,2025-12-29,10:58,203
142,1,2025-12-29,10:58,311
1,4,2025-12-29,11:17,229
1,2,2025-12-29,11:17,255
1,0,2025-12-29,11:17,260
1,2,2025-12-29,11:17,253
1,3,2025-12-29,11:17,250
1,1,2025-12-29,11:17,252
2,1,2025-12-29,11:17,367
2,9,2025-12-29,11:17,366
2,2,2025-12-29,11:17,368
3,4,2025-12-29,11:17,384
3,2,2025-12-29,11:17,380
3,0,2025-12-29,11:17,371
3,1,2025-12-29,11:17,376
3,2,2025-12-29,11:17,824
4,4,2025-12-29,11:18,651
4,3,2025-12-29,11:18,614
4,3,2025-12-29,11:18,483
4,2,2025-12-29,11:18,480
5,4,2025-12-29,11:18,365
5,6,2025-12-29,11:18,361
5,1,2025-12-29,11:18,370
5,0,2025-12-29,11:18,387
5,1,2025-12-29,11:18,387
5,0,2025-12-29,11:18,382
5,-1,2025-12-29,11:18,359
6,2,2025-12-29,11:18,325
6,1,2025-12-29,11:18,318
6,-1,2025-12-29,11:18,315
7,9,2025-12-29,11:18,136
7,10,2025-12-29,11:18,222
7,0,2025-12-29,11:18,238
7,3,2025-12-29,11:18,208
7,-1,2025-12-29,11:18,264
8,3,2025-12-29,11:18,362
8,2,2025-12-29,11:18,357
8,8,2025-12-29,11:18,389
8,0,2025-12-29,11:18,360
9,2,2025-12-29,11:18,257
9,0,2025-12-29,11:18,005
9,-1,2025-12-29,11:18,254
9,2,2025-12-29,11:18,138
9,2,2025-12-29,11:18,261
10,9,2025-12-29,11:18,621
10,10,2025-12-29,11:18,461
10,10,2025-12-29,11:18,461
10,1,2025-12-29,11:18,467
10,2,2025-12-29,11:18,486
11,6,2025-12-29,11:18,013
11,1,2025-12-29,11:18,016
11,1,2025-12-29,11:18,413
11,-1,2025-12-29,11:18,401
12,0,2025-12-29,11:18,012
12,2,2025-12-29,11:18,008
12,3,2025-12-29,11:18,322
12,2,2025-12-29,11:18,314
13,4,2025-12-29,11:18,006
13,1,2025-12-29,11:18,214
14,2,2025-12-29,11:18,015
14,0,2025-12-29,11:18,410
14,-1,2025-12-29,11:18,410
14,2,2025-12-29,11:18,015
15,3,2025-12-29,11:18,002
15,2,2025-12-29,11:18,210
15,2,2025-12-29,11:18,218
16,7,2025-12-29,11:18,460
16,-2,2025-12-29,11:18,615
16,3,2025-12-29,11:18,453
16,0,2025-12-29,11:18,629
17,3,2025-12-29,11:18,825
17,4,2025-12-29,11:18,352
17,2,2025-12-29,11:18,383
18,3,2025-12-29,11:18,003
18,-1,2025-12-29,11:18,217
18,2,2025-12-29,11:18,215
18,2,2025-12-29,11:18,207
19,1,2025-12-29,11:18,612
19,1,2025-12-29,11:18,618
19,2,2025-12-29,11:18,623
19,0,2025-12-29,11:18,626
20,0,2025-12-29,11:18,014
20,1,2025-12-29,11:18,512
20,4,2025-12-29,11:18,018
20,-1,2025-12-29,11:18,017
20,1,2025-12-29,11:18,406
21,-1,2025-12-29,11:18,622
21,-1,2025-12-29,11:18,624
21,3,2025-12-29,11:18,464
21,12,2025-12-29,11:18,653
21,0,2025-12-29,11:18,462
21,0,2025-12-29,11:18,622
22,1,2025-12-29,11:18,510
22,0,2025-12-29,11:18,789
23,1,2025-12-29,11:18,324
23,3,2025-12-29,11:18,317
24,-1,2025-12-29,11:18,822
24,-1,2025-12-29,11:18,823
24,1,2025-12-29,11:18,364
24,0,2025-12-29,11:18,822
25,0,2025-12-29,11:18,408
25,1,2025-12-29,11:18,450
25,0,2025-12-29,11:18,616
25,0,2025-12-29,11:18,488
26,9,2025-12-29,11:18,363
26,4,2025-12-29,11:18,356
26,0,2025-12-29,11:18,363
27,-1,2025-12-29,11:18,011
27,1,2025-12-29,11:18,009
28,1,2025-12-29,11:18,405
28,0,2025-12-29,11:18,511
28,0,2025-12-29,11:18,505
28,0,2025-12-29,11:18,405
28,7,2025-12-29,11:18,020
28,0,2025-12-29,11:18,505
29,2,2025-12-29,11:18,205
29,3,2025-12-29,11:18,004
30,4,2025-12-29,11:18,226
100,3,2025-12-29,11:18,611
100,3,2025-12-29,11:18,620
100,1,2025-12-29,11:18,468
100,2,2025-12-29,11:18,476
101,4,2025-12-29,11:18,236
102,1,2025-12-29,11:18,305
103,1,2025-12-29,11:18,209
103,1,2025-12-29,11:18,225
104,-1,2025-12-29,11:18,321
105,3,2025-12-29,11:18,323
105,-1,2025-12-29,11:18,312
107,-1,2025-12-29,11:18,316
107,0,2025-12-29,11:18,914
108,3,2025-12-29,11:18,241
109,3,2025-12-29,11:18,219
109,5,2025-12-29,11:18,219
112,-1,2025-12-29,11:18,232
123,0,2025-12-29,11:18,926
132,0,2025-12-29,11:18,305
142,0,2025-12-29,11:18,311
201,-1,2025-12-29,11:18,927
201,0,2025-12-29,11:18,927
1,2,2025-12-29,11:33,255
1,1,2025-12-29,11:33,260
1,-1,2025-12-29,11:33,253
1,3,2025-12-29,11:33,250
1,4,2025-12-29,11:33,252
1,0,2025-12-29,11:33,229
2,3,2025-12-29,11:33,367
2,2,2025-12-29,11:33,358
2,5,2025-12-29,11:33,368
2,2,2025-12-29,11:33,372
3,1,2025-12-29,11:33,380
3,-1,2025-12-29,11:33,371
3,0,2025-12-29,11:33,824
4,3,2025-12-29,11:33,614
4,4,2025-12-29,11:33,463
4,3,2025-12-29,11:33,480
4,1,2025-12-29,11:33,477
5,7,2025-12-29,11:33,361
5,0,2025-12-29,11:33,370
5,2,2025-12-29,11:33,387
5,0,2025-12-29,11:33,382
5,0,2025-12-29,11:33,382
5,2,2025-12-29,11:33,359
5,-1,2025-12-29,11:33,365
5,0,2025-12-29,11:33,361
6,3,2025-12-29,11:33,325
6,-1,2025-12-29,11:33,318
6,1,2025-12-29,11:33,315
7,10,2025-12-29,11:33,222
7,9,2025-12-29,11:33,238
7,-1,2025-12-29,11:33,264
7,1,2025-12-29,11:33,136
8,2,2025-12-29,11:33,362
8,2,2025-12-29,11:33,357
8,11,2025-12-29,11:33,389
8,3,2025-12-29,11:33,360
8,1,2025-12-29,11:33,821
9,2,2025-12-29,11:33,005
9,0,2025-12-29,11:33,254
9,-1,2025-12-29,11:33,138
9,3,2025-12-29,11:33,261
9,0,2025-12-29,11:33,257
10,7,2025-12-29,11:33,461
10,7,2025-12-29,11:33,486
10,0,2025-12-29,11:33,467
10,7,2025-12-29,11:33,486
10,-1,2025-12-29,11:33,478
11,6,2025-12-29,11:33,013
11,1,2025-12-29,11:33,016
11,1,2025-12-29,11:33,401
12,2,2025-12-29,11:33,008
12,1,2025-12-29,11:33,322
12,3,2025-12-29,11:33,314
12,1,2025-12-29,11:33,012
13,6,2025-12-29,11:33,006
13,0,2025-12-29,11:33,214
13,2,2025-12-29,11:33,214
14,-1,2025-12-29,11:33,410
14,2,2025-12-29,11:33,015
15,2,2025-12-29,11:33,002
15,0,2025-12-29,11:33,210
15,2,2025-12-29,11:33,218
16,-3,2025-12-29,11:33,615
16,2,2025-12-29,11:33,466
16,-1,2025-12-29,11:33,459
16,2,2025-12-29,11:33,453
16,-1,2025-12-29,11:33,629
17,2,2025-12-29,11:33,825
17,2,2025-12-29,11:33,354
17,2,2025-12-29,11:33,383
18,3,2025-12-29,11:33,003
18,-2,2025-12-29,11:33,217
18,4,2025-12-29,11:33,207
19,-1,2025-12-29,11:33,618
19,2,2025-12-29,11:33,457
19,0,2025-12-29,11:33,626
19,2,2025-12-29,11:33,469
20,0,2025-12-29,11:33,512
20,0,2025-12-29,11:33,018
20,1,2025-12-29,11:33,017
20,-1,2025-12-29,11:33,406
20,0,2025-12-29,11:33,014
21,1,2025-12-29,11:33,624
21,0,2025-12-29,11:33,619
21,0,2025-12-29,11:33,653
21,6,2025-12-29,11:33,464
21,1,2025-12-29,11:33,462
21,-1,2025-12-29,11:33,622
21,0,2025-12-29,11:33,624
22,0,2025-12-29,11:33,510
23,2,2025-12-29,11:33,010
23,2,2025-12-29,11:33,317
24,-2,2025-12-29,11:33,823
24,-1,2025-12-29,11:33,377
24,1,2025-12-29,11:33,364
24,0,2025-12-29,11:33,822
24,0,2025-12-29,11:33,823
25,3,2025-12-29,11:33,450
25,-1,2025-12-29,11:33,616
25,-1,2025-12-29,11:33,488
25,-1,2025-12-29,11:33,408
26,5,2025-12-29,11:33,356
26,0,2025-12-29,11:33,363
27,1,2025-12-29,11:33,011
27,2,2025-12-29,11:33,009
28,-1,2025-12-29,11:33,511
28,-1,2025-12-29,11:33,405
28,0,2025-12-29,11:33,511
28,8,2025-12-29,11:33,020
28,1,2025-12-29,11:33,505
29,0,2025-12-29,11:33,205
29,2,2025-12-29,11:33,231
30,-1,2025-12-29,11:33,226
100,3,2025-12-29,11:33,620
100,2,2025-12-29,11:33,474
100,1,2025-12-29,11:33,476
100,1,2025-12-29,11:33,611
103,2,2025-12-29,11:33,262
103,0,2025-12-29,11:33,225
104,1,2025-12-29,11:33,321
105,1,2025-12-29,11:33,323
105,2,2025-12-29,11:33,312
105,0,2025-12-29,11:33,323
107,2,2025-12-29,11:33,316
107,-1,2025-12-29,11:33,914
108,-1,2025-12-29,11:33,241
109,2,2025-12-29,11:33,219
111,-1,2025-12-29,11:33,203
123,0,2025-12-29,11:33,926
123,1,2025-12-29,11:33,926
132,2,2025-12-29,11:33,305
201,-1,2025-12-29,11:33,927
202,0,2025-12-29,11:33,927
1,4,2025-12-29,11:46,260
1,2,2025-12-29,11:46,253
1,4,2025-12-29,11:46,252
1,0,2025-12-29,11:46,229
1,-1,2025-12-29,11:46,255
2,3,2025-12-29,11:46,358
2,2,2025-12-29,11:46,366
2,4,2025-12-29,11:46,372
2,0,2025-12-29,11:46,373
3,-1,2025-12-29,11:46,371
3,-1,2025-12-29,11:46,376
3,0,2025-12-29,11:46,824
3,3,2025-12-29,11:46,384
4,3,2025-12-29,11:46,614
4,8,2025-12-29,11:46,463
4,6,2025-12-29,11:46,480
4,2,2025-12-29,11:46,477
4,1,2025-12-29,11:46,651
5,2,2025-12-29,11:46,387
5,2,2025-12-29,11:46,382
5,0,2025-12-29,11:46,359
5,1,2025-12-29,11:46,359
5,-1,2025-12-29,11:46,365
5,-1,2025-12-29,11:46,361
5,-1,2025-12-29,11:46,370
6,1,2025-12-29,11:46,318
6,3,2025-12-29,11:46,315
7,17,2025-12-29,11:46,238
7,2,2025-12-29,11:46,208
7,0,2025-12-29,11:46,264
7,2,2025-12-29,11:46,136
8,3,2025-12-29,11:46,357
8,0,2025-12-29,11:46,389
8,4,2025-12-29,11:46,360
8,0,2025-12-29,11:46,821
9,0,2025-12-29,11:46,254
9,1,2025-12-29,11:46,138
9,7,2025-12-29,11:46,261
9,1,2025-12-29,11:46,257
10,7,2025-12-29,11:46,461
10,7,2025-12-29,11:46,486
10,7,2025-12-29,11:46,467
10,-1,2025-12-29,11:46,478
10,1,2025-12-29,11:46,621
11,3,2025-12-29,11:46,016
11,1,2025-12-29,11:46,413
11,2,2025-12-29,11:46,401
11,1,2025-12-29,11:46,013
12,1,2025-12-29,11:46,322
12,0,2025-12-29,11:46,012
13,1,2025-12-29,11:46,214
13,-1,2025-12-29,11:46,006
14,0,2025-12-29,11:46,410
14,0,2025-12-29,11:46,015
14,1,2025-12-29,11:46,015
14,0,2025-12-29,11:46,410
15,0,2025-12-29,11:46,210
15,3,2025-12-29,11:46,218
16,3,2025-12-29,11:46,466
16,0,2025-12-29,11:46,459
16,1,2025-12-29,11:46,629
16,0,2025-12-29,11:46,460
17,3,2025-12-29,11:46,354
17,1,2025-12-29,11:46,352
17,3,2025-12-29,11:46,383
17,3,2025-12-29,11:46,378
18,2,2025-12-29,11:46,217
18,1,2025-12-29,11:46,215
18,2,2025-12-29,11:46,207
18,2,2025-12-29,11:46,211
19,0,2025-12-29,11:46,618
19,5,2025-12-29,11:46,457
19,-1,2025-12-29,11:46,623
19,2,2025-12-29,11:46,626
19,4,2025-12-29,11:46,469
19,0,2025-12-29,11:46,612
20,1,2025-12-29,11:46,512
20,1,2025-12-29,11:46,018
20,-1,2025-12-29,11:46,017
20,3,2025-12-29,11:46,406
20,-1,2025-12-29,11:46,014
21,0,2025-12-29,11:46,619
21,1,2025-12-29,11:46,653
21,-1,2025-12-29,11:46,464
21,3,2025-12-29,11:46,462
21,3,2025-12-29,11:46,622
21,-1,2025-12-29,11:46,624
21,0,2025-12-29,11:46,619
22,-1,2025-12-29,11:47,414
23,-1,2025-12-29,11:47,010
23,0,2025-12-29,11:47,324
24,0,2025-12-29,11:47,377
24,1,2025-12-29,11:47,822
24,0,2025-12-29,11:47,823
25,3,2025-12-29,11:47,450
25,1,2025-12-29,11:47,616
25,3,2025-12-29,11:47,408
26,4,2025-12-29,11:47,379
26,1,2025-12-29,11:47,363
26,-1,2025-12-29,11:47,356
27,1,2025-12-29,11:47,011
27,-1,2025-12-29,11:47,307
27,-1,2025-12-29,11:47,009
28,3,2025-12-29,11:47,511
28,2,2025-12-29,11:47,020
28,0,2025-12-29,11:47,511
28,4,2025-12-29,11:47,505
28,1,2025-12-29,11:47,405
29,1,2025-12-29,11:47,205
